id,pokemon,type,species,height,weight,abilities,ev_field,catch_rate,base_friendship,base_exp,growth_rate,egg_groups,gender,egg_cycles,hp_base,hp_min,hp_max,attack_base,attack_min,attack_max,defense_base,defense_min,defense_max,special_attack_base,special_attack_min,special_attack_max,special_defense_base,special_defense_min,special_defense_max,speed_base,speed_min,speed_max,inserted_date
b441a9f2-d057-40d4-a482-c740c904f207,Runerigus,"Ground, Ghost",Grudge Pokémon,1.6 m (5′03″),66.6 kg (146.8 lbs),1. Wandering Spirit,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,"Amorphous, Mineral","50% male, 50% female","25 (6,169–6,425 steps)",58,226,320,95,175,317,145,265,427,50,94,218,105,193,339,30,58,174,2024-04-26 17:20:38.837000
a6a3cf0a-167e-47d2-8450-f4097de9e5a7,Sableye,"Dark, Ghost",Darkness Pokémon,0.5 m (1′08″),11.0 kg (24.3 lbs),"1. Keen Eye, 2. Stall, Prankster (hidden ability)","1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",35 (lower than normal),133,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,75,139,273,75,139,273,65,121,251,65,121,251,50,94,218,2024-04-26 17:20:38.838000
e20af04d-f973-4aad-b4c5-f689bb8c259c,Mega Sableye,"Dark, Ghost",Darkness Pokémon,0.5 m (1′08″),161.0 kg (354.9 lbs),1. Magic Bounce,"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",35 (lower than normal),168,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,85,157,295,125,229,383,85,157,295,115,211,361,20,40,152,2024-04-26 17:20:38.838000
54987028-b16e-4898-9432-5451f51e6476,Salamence,"Dragon, Flying",Dragon Pokémon,1.5 m (4′11″),102.6 kg (226.2 lbs),"1. Intimidate, Moxie (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",95,300,394,135,247,405,80,148,284,110,202,350,80,148,284,100,184,328,2024-04-26 17:20:38.839000
ebeeccdc-4bfd-44c5-852c-e257321b0165,Mega Salamence,"Dragon, Flying",Dragon Pokémon,1.8 m (5′11″),112.6 kg (248.2 lbs),1. Aerilate,3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),315,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",95,300,394,145,265,427,130,238,394,120,220,372,90,166,306,120,220,372,2024-04-26 17:20:38.839000
4e1f0aba-b7b4-4329-ad2a-4415ca62f837,Salandit,"Poison, Fire",Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),"1. Corrosion, Oblivious (hidden ability)",1 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),64,Medium Fast,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",48,206,300,44,83,205,40,76,196,71,132,265,40,76,196,77,143,278,2024-04-26 17:20:38.839000
fe3e0a47-b47f-406d-9b73-7ae5f0b8549e,Salazzle,"Poison, Fire",Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),"1. Corrosion, Oblivious (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Dragon, Monster","0% male, 100% female","20 (4,884–5,140 steps)",68,246,340,64,119,249,60,112,240,111,204,353,60,112,240,117,215,366,2024-04-26 17:20:38.840000
ad8eec2c-b0bc-46b2-b05c-877835a114ae,Samurott,Water,Formidable Pokémon,1.5 m (4′11″),94.6 kg (208.6 lbs),"1. Torrent, Shell Armor (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),264,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",95,300,394,100,184,328,85,157,295,108,198,346,70,130,262,70,130,262,2024-04-26 17:20:38.840000
d2d48e92-bc27-4b6f-8970-de0137b4407c,Hisuian Samurott,"Water, Dark",Formidable Pokémon,1.5 m (4′11″),58.2 kg (128.3 lbs),"1. Torrent, Sharpness (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),264,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",90,290,384,108,198,346,80,148,284,100,184,328,65,121,251,85,157,295,2024-04-26 17:20:38.841000
5e4e8ab5-ca86-4fac-80ac-75df6b2c6790,Sandaconda,Ground,Sand Snake Pokémon,3.8 m (12′06″),65.5 kg (144.4 lbs),"1. Sand Spit, 2. Shed Skin, Sand Veil (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),179,Medium Fast,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,107,197,344,125,229,383,65,121,251,70,130,262,71,132,265,2024-04-26 17:20:38.841000
a7320093-cd65-43b7-b80c-57da83e088be,Sandile,"Ground, Dark",Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),"1. Intimidate, 2. Moxie, Anger Point (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,72,134,267,35,67,185,35,67,185,35,67,185,65,121,251,2024-04-26 17:20:38.842000
00e477a6-522b-40c8-a662-bd99f2c65a51,Sandshrew,Ground,Mouse Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),"1. Sand Veil, Sand Rush (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,85,157,295,20,40,152,30,58,174,40,76,196,2024-04-26 17:20:38.842000
7fc9b1ab-9dd1-4399-ac85-36bf0793265f,Alolan Sandshrew,"Ice, Steel",Mouse Pokémon,0.7 m (2′04″),40.0 kg (88.2 lbs),"1. Snow Cloak, Slush Rush (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,90,166,306,10,22,130,35,67,185,40,76,196,2024-04-26 17:20:38.843000
6988912e-2c08-4f35-8f49-7600ab153c92,Sandslash,Ground,Mouse Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Sand Veil, Sand Rush (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,110,202,350,45,85,207,55,103,229,65,121,251,2024-04-26 17:20:38.843000
016aef57-f23e-46fd-a94f-d58f90151e8e,Alolan Sandslash,"Ice, Steel",Mouse Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs),"1. Snow Cloak, Slush Rush (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,120,220,372,25,49,163,65,121,251,65,121,251,2024-04-26 17:20:38.843000
b2f1d355-5335-459e-951f-8ecbf01e532b,Sandy Shocks,"Electric, Ground",Paradox Pokémon,2.3 m (7′07″),60.0 kg (132.3 lbs),1. Protosynthesis,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",85,280,374,81,150,287,97,179,322,121,222,375,85,157,295,101,186,331,2024-04-26 17:20:38.844000
bedda7b7-f59a-4abc-bd5c-c4d6547a432b,Sandygast,"Ghost, Ground",Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),"1. Water Compaction, Sand Veil (hidden ability)",1 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,Amorphous,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,55,103,229,80,148,284,70,130,262,45,85,207,15,31,141,2024-04-26 17:20:38.844000
b423c7a3-00c3-4376-825c-eae2c23b9512,Sawk,Fighting,Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),"1. Sturdy, 2. Inner Focus, Mold Breaker (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,Human-Like,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,125,229,383,75,139,273,30,58,174,75,139,273,85,157,295,2024-04-26 17:20:38.845000
c441e04b-4c40-41ce-8dcd-d804a808fe58,Sawsbuck,"Normal, Grass",Season Pokémon,1.9 m (6′03″),92.5 kg (203.9 lbs),"1. Chlorophyll, 2. Sap Sipper, Serene Grace (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,100,184,328,70,130,262,60,112,240,70,130,262,95,175,317,2024-04-26 17:20:38.845000
2c1e9926-4f5e-4a48-b078-1617bfffd4d0,Scatterbug,Bug,Scatterdust Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Shield Dust, 2. Compound Eyes, Friend Guard (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),40,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,35,67,185,40,76,196,27,53,168,25,49,163,35,67,185,2024-04-26 17:20:38.846000
902cfaa2-20f5-4d99-9da5-98986386e840,Sceptile,Grass,Forest Pokémon,1.7 m (5′07″),52.2 kg (115.1 lbs),"1. Overgrow, Unburden (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,65,121,251,105,193,339,85,157,295,120,220,372,2024-04-26 17:20:38.846000
95c0afe6-8a6a-4398-9d2d-9bac50d4affc,Mega Sceptile,"Grass, Dragon",Forest Pokémon,1.9 m (6′03″),55.2 kg (121.7 lbs),1. Lightning Rod,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,75,139,273,145,265,427,85,157,295,145,265,427,2024-04-26 17:20:38.846000
96ab3b5c-4e37-4ff9-84bf-09aad975708b,Scizor,"Bug, Steel",Pincer Pokémon,1.8 m (5′11″),118.0 kg (260.1 lbs),"1. Swarm, 2. Technician, Light Metal (hidden ability)",2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),175,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,130,238,394,100,184,328,55,103,229,80,148,284,65,121,251,2024-04-26 17:20:38.847000
0cef94dd-3a37-455b-abe6-77fe3758b80e,Mega Scizor,"Bug, Steel",Pincer Pokémon,2.0 m (6′07″),125.0 kg (275.6 lbs),1. Technician,2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),210,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,150,274,438,140,256,416,65,121,251,100,184,328,75,139,273,2024-04-26 17:20:38.847000
580722bb-de29-47a5-b709-2365529f3317,Scolipede,"Bug, Poison",Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),"1. Poison Point, 2. Swarm, Speed Boost (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,89,164,304,55,103,229,69,128,260,112,206,355,2024-04-26 17:20:38.848000
4c5c4f6f-12d4-445a-96e2-3818cdd2afd8,Scorbunny,Fire,Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs),"1. Blaze, Libero (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,71,132,265,40,76,196,40,76,196,40,76,196,69,128,260,2024-04-26 17:20:38.848000
ec196b4e-b5b5-4b6a-9b0f-7315e45f03b4,Scovillain,"Grass, Fire",Spicy Pepper Pokémon,0.9 m (2′11″),15.0 kg (33.1 lbs),"1. Chlorophyll, 2. Insomnia, Moody (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,108,198,346,65,121,251,108,198,346,65,121,251,75,139,273,2024-04-26 17:20:38.849000
ec8baf64-ecb2-475a-b007-2df90378ed92,Scrafty,"Dark, Fighting",Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"1. Shed Skin, 2. Moxie, Intimidate (hidden ability)","1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,115,211,361,45,85,207,115,211,361,58,108,236,2024-04-26 17:20:38.849000
de6e5233-3bda-4841-977b-7b9b338dc3ae,Scraggy,"Dark, Fighting",Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),"1. Shed Skin, 2. Moxie, Intimidate (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"Dragon, Field","50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,75,139,273,70,130,262,35,67,185,70,130,262,48,90,214,2024-04-26 17:20:38.850000
8dbeaf5a-bd05-43e4-bbc8-ac0014a410b7,Scream Tail,"Fairy, Psychic",Paradox Pokémon,1.2 m (3′11″),8.0 kg (17.6 lbs),1. Protosynthesis,3 HP,"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",115,340,434,65,121,251,99,182,326,65,121,251,115,211,361,111,204,353,2024-04-26 17:20:38.850000
bd13056f-68ec-49e5-ae21-f63393e03655,Scyther,"Bug, Flying",Mantis Pokémon,1.5 m (4′11″),56.0 kg (123.5 lbs),"1. Swarm, 2. Technician, Steadfast (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),100,Medium Fast,Bug,"50% male, 50% female","25 (6,169–6,425 steps)",70,250,344,110,202,350,80,148,284,55,103,229,80,148,284,105,193,339,2024-04-26 17:20:38.851000
fb84eb6f-ecb5-44fb-aca4-916e2374ad00,Seadra,Water,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),"1. Poison Point, 2. Sniper, Damp (hidden ability)","1 Defense, 1 Sp. Atk","75 (9.8% with PokéBall, full HP)",50 (normal),154,Medium Fast,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,95,175,317,95,175,317,45,85,207,85,157,295,2024-04-26 17:20:38.851000
261af5a0-c70b-4a63-8fde-25ea24d2bf01,Seaking,Water,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),"1. Swift Swim, 2. Water Veil, Lightning Rod (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,92,170,311,65,121,251,65,121,251,80,148,284,68,126,258,2024-04-26 17:20:38.851000
a0e605fc-75a0-4e44-9270-55bc1d60013d,Sealeo,"Ice, Water",Ball Roll Pokémon,1.1 m (3′07″),87.6 kg (193.1 lbs),"1. Thick Fat, 2. Ice Body, Oblivious (hidden ability)",2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,60,112,240,70,130,262,75,139,273,70,130,262,45,85,207,2024-04-26 17:20:38.852000
40cb952b-4503-4b4d-8b77-eeb81525dd75,Seedot,Grass,Acorn Pokémon,0.5 m (1′08″),4.0 kg (8.8 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),44,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,40,76,196,50,94,218,30,58,174,30,58,174,30,58,174,2024-04-26 17:20:38.852000
2d7c1036-3bfe-489e-a6f9-04a0d1b456c1,Seel,Water,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),"1. Thick Fat, 2. Hydration, Ice Body (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Field, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,45,85,207,55,103,229,45,85,207,70,130,262,45,85,207,2024-04-26 17:20:38.853000
3268af8b-36d8-4e49-8a3b-c696a0397d3d,Seismitoad,"Water, Ground",Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),"1. Swift Swim, 2. Poison Touch, Water Absorb (hidden ability)",3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),229,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,95,175,317,75,139,273,85,157,295,75,139,273,74,137,271,2024-04-26 17:20:38.853000
858e6bb1-0dff-462f-9059-079bfcd9f363,Sentret,Normal,Scout Pokémon,0.8 m (2′07″),6.0 kg (13.2 lbs),"1. Run Away, 2. Keen Eye, Frisk (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),43,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,46,87,210,34,65,183,35,67,185,45,85,207,20,40,152,2024-04-26 17:20:38.854000
57d69969-fc75-4c2c-9f25-c9b2593ef786,Serperior,Grass,Regal Pokémon,3.3 m (10′10″),63.0 kg (138.9 lbs),"1. Overgrow, Contrary (hidden ability)",3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),238,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,95,175,317,75,139,273,95,175,317,113,207,357,2024-04-26 17:20:38.854000
fad835c8-bab1-45a6-a31f-5ffba0d9204a,Servine,Grass,Grass Snake Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),"1. Overgrow, Contrary (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),145,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,83,153,291,2024-04-26 17:20:38.854000
56b6eddc-edcf-46a2-932e-93fd12157104,Seviper,Poison,Fang Snake Pokémon,2.7 m (8′10″),52.5 kg (115.7 lbs),"1. Shed Skin, Infiltrator (hidden ability)","1 Attack, 1 Sp. Atk","90 (11.8% with PokéBall, full HP)",50 (normal),160,Fluctuating,"Dragon, Field","50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,100,184,328,60,112,240,100,184,328,60,112,240,65,121,251,2024-04-26 17:20:38.855000
75c87535-17cb-4bf6-ae90-d267478d259a,Sewaddle,"Bug, Grass",Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Swarm, 2. Chlorophyll, Overcoat (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),62,Medium Slow,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,53,99,225,70,130,262,40,76,196,60,112,240,42,80,201,2024-04-26 17:20:38.855000
e9eba21e-b18d-4b31-aa09-ea302285a3fc,Sharpedo,"Water, Dark",Brutal Pokémon,1.8 m (5′11″),88.8 kg (195.8 lbs),"1. Rough Skin, Speed Boost (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),161,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,120,220,372,40,76,196,95,175,317,40,76,196,95,175,317,2024-04-26 17:20:38.856000
0727b34a-6224-4a2d-8f7a-8cf665ff2979,Mega Sharpedo,"Water, Dark",Brutal Pokémon,2.5 m (8′02″),130.3 kg (287.3 lbs),1. Strong Jaw,2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),196,Slow,Water 2,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,140,256,416,70,130,262,110,202,350,65,121,251,105,193,339,2024-04-26 17:20:38.856000
8f522950-8790-44a8-8462-7f7fed38caba,Shaymin Land Forme,Grass,Gratitude Pokémon,0.2 m (0′08″),2.1 kg (4.6 lbs),1. Natural Cure,3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,2024-04-26 17:20:38.856000
c189de43-2b20-4f45-8d42-e1b20c640886,Shaymin Sky Forme,"Grass, Flying",Gratitude Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),1. Serene Grace,3 Speed,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,103,189,335,75,139,273,120,220,372,75,139,273,127,233,388,2024-04-26 17:20:38.857000
cf0a38a9-298f-4391-aa78-9a043a47e550,Shedinja,"Bug, Ghost",Shed Pokémon,0.8 m (2′07″),1.2 kg (2.6 lbs),1. Wonder Guard,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),83,Erratic,Mineral,Genderless,"15 (3,599–3,855 steps)",1,1,1,90,166,306,45,85,207,30,58,174,30,58,174,40,76,196,2024-04-26 17:20:38.857000
dabcf97f-d2d8-4ea8-b200-e0ae67b1a1a4,Shelgon,Dragon,Endurance Pokémon,1.1 m (3′07″),110.5 kg (243.6 lbs),"1. Rock Head, Overcoat (hidden ability)",2 Defense,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,Dragon,"50% male, 50% female","40 (10,024–10,280 steps)",65,240,334,95,175,317,100,184,328,60,112,240,50,94,218,50,94,218,2024-04-26 17:20:38.858000
cd2d3b5d-f03d-4bcf-97e2-988c7d76e6c4,Shellder,Water,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"1. Shell Armor, 2. Skill Link, Overcoat (hidden ability)",1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,65,121,251,100,184,328,45,85,207,25,49,163,40,76,196,2024-04-26 17:20:38.858000
3cacd02c-cfad-4d28-8846-4d07ed280120,Shellos,Water,Sea Slug Pokémon,0.3 m (1′00″),6.3 kg (13.9 lbs),"1. Sticky Hold, 2. Storm Drain, Sand Force (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",76,262,356,48,90,214,48,90,214,57,107,234,62,116,245,34,65,183,2024-04-26 17:20:38.859000
8b93d4d2-c5f3-4a45-97a4-005781e4a830,Shelmet,Bug,Snail Pokémon,0.4 m (1′04″),7.7 kg (17.0 lbs),"1. Hydration, 2. Shell Armor, Overcoat (hidden ability)",1 Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,40,76,196,85,157,295,40,76,196,65,121,251,25,49,163,2024-04-26 17:20:38.859000
42394582-2ae8-45c5-aa50-d8400f2f70ef,Shieldon,"Rock, Steel",Shield Pokémon,0.5 m (1′08″),57.0 kg (125.7 lbs),"1. Sturdy, Soundproof (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),70,Erratic,Monster,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",30,170,264,42,80,201,118,216,368,42,80,201,88,162,302,30,58,174,2024-04-26 17:20:38.860000
a7b5588c-af10-44d9-bb25-175896fa7d92,Shiftry,"Grass, Dark",Wicked Pokémon,1.3 m (4′03″),59.6 kg (131.4 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),216,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",90,290,384,100,184,328,60,112,240,90,166,306,60,112,240,80,148,284,2024-04-26 17:20:38.860000
09c85f48-b02a-4c4c-8ac2-b5cf6a5d7e64,Shiinotic,"Grass, Fairy",Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),"1. Illuminate, 2. Effect Spore, Rain Dish (hidden ability)",2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,45,85,207,80,148,284,90,166,306,100,184,328,30,58,174,2024-04-26 17:20:38.860000
8decb662-da45-45fa-ad8a-c04731c90f6a,Shinx,Electric,Flash Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),"1. Rivalry, 2. Intimidate, Guts (hidden ability)",1 Attack,"235 (30.7% with PokéBall, full HP)",50 (normal),53,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,65,121,251,34,65,183,40,76,196,34,65,183,45,85,207,2024-04-26 17:20:38.861000
b9983ca5-a98d-4b17-bef1-ce772f431dc4,Shroodle,"Poison, Normal",Toxic Mouse Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),"1. Unburden, 2. Pickpocket, Prankster (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Medium Slow,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,35,67,185,40,76,196,35,67,185,75,139,273,2024-04-26 17:20:38.861000
f68816f8-2fd0-4a67-8e9e-cd97e348a637,Shroomish,Grass,Mushroom Pokémon,0.4 m (1′04″),4.5 kg (9.9 lbs),"1. Effect Spore, 2. Poison Heal, Quick Feet (hidden ability)",1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),59,Fluctuating,"Fairy, Grass","50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,40,76,196,60,112,240,40,76,196,60,112,240,35,67,185,2024-04-26 17:20:38.861000
de5f45ee-10a4-4948-97ea-d64f14fa756d,Shuckle,"Bug, Rock",Mold Pokémon,0.6 m (2′00″),20.5 kg (45.2 lbs),"1. Sturdy, 2. Gluttony, Contrary (hidden ability)","1 Defense, 1 Sp. Def","190 (24.8% with PokéBall, full HP)",50 (normal),177,Medium Slow,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",20,150,244,10,22,130,230,418,614,10,22,130,230,418,614,5,13,119,2024-04-26 17:20:38.862000
71ef915c-9d29-43ab-a461-3d040fce884f,Shuppet,Ghost,Puppet Pokémon,0.6 m (2′00″),2.3 kg (5.1 lbs),"1. Insomnia, 2. Frisk, Cursed Body (hidden ability)",1 Attack,"225 (29.4% with PokéBall, full HP)",35 (lower than normal),59,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",44,198,292,75,139,273,35,67,185,63,117,247,33,63,181,45,85,207,2024-04-26 17:20:38.862000
7f359679-cc06-4826-8d9b-fbf36d15c483,Sigilyph,"Psychic, Flying",Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),"1. Wonder Skin, 2. Magic Guard, Tinted Lens (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",72,254,348,58,108,236,80,148,284,103,189,335,80,148,284,97,179,322,2024-04-26 17:20:38.863000
